id,name,main_ocid,main_id,tender_id
25031,"Tee Central (Pty) Ltd, Kamo Nova (Pty) Ltd, Zwafula (Pty) Ltd, Bold Solution Unlimited, Grazia Holdings, ITP Continuous Improvement, Open House Consulting, Fendrix Enterprises, Butilesello Multimedia, Jirehel Engineering Services Pty LTD",ocds-9t57fa-100611,ocds-9t57fa-100611-2024-09-03T00:00:00Z,100611
25022,"Carl and Mell Trading, Nature Sons, Rimulia Holdings, Gabriel & Michael, Giddy Photo Worx, Dynamo Stars, Nobesotho Trading",ocds-9t57fa-101412,ocds-9t57fa-101412-2024-09-10T00:00:00Z,101412
21371,MAAA0007692 ,ocds-9t57fa-101883,ocds-9t57fa-101883-2022-08-08T00:00:00Z,101883
21395,MAAA0007692 ,ocds-9t57fa-101987,ocds-9t57fa-101987-2022-08-08T00:00:00Z,101987
21400,MAAA0007692 ,ocds-9t57fa-101992,ocds-9t57fa-101992-2022-12-23T00:00:00Z,101992
22046,VREDENDAL BESPROEIING,ocds-9t57fa-102729,ocds-9t57fa-102729-2024-09-23T00:00:00Z,102729
21804,MAAA0155474 - (KALRIK CONTRACTING SERVICES),ocds-9t57fa-104902,ocds-9t57fa-104902-2024-05-13T00:00:00Z,104902
21882,MAAA0003117 - (SIZWE AFRICA IT GROUP (PTY) LTD),ocds-9t57fa-105204,ocds-9t57fa-105204-2024-09-10T00:00:00Z,105204
21932,MAAA00146218(State  information technology  agency),ocds-9t57fa-105674,ocds-9t57fa-105674-2023-04-24T00:00:00Z,105674
22716,NOROLOR (PTY) LTD,ocds-9t57fa-106390,ocds-9t57fa-106390-2024-10-29T00:00:00Z,106390
22395,AGS Records Management,ocds-9t57fa-106438,ocds-9t57fa-106438-2024-10-29T00:00:00Z,106438
24487,MAAA0070396 - (SWIFT SILLIKER),ocds-9t57fa-106613,ocds-9t57fa-106613-2024-10-29T00:00:00Z,106613
22313,MAAA0139351 - (COASTLANDS UMHLANGA HOTEL),ocds-9t57fa-108404,ocds-9t57fa-108404-2024-10-29T00:00:00Z,108404
26075,Bagaka Consulting Services,ocds-9t57fa-110083,ocds-9t57fa-110083-2024-12-03T00:00:00Z,110083
22750,MAAA0012268 - (TOURVEST HOLDINGS),ocds-9t57fa-110937,ocds-9t57fa-110937-2024-09-30T00:00:00Z,110937
23149,MAAA0372543,ocds-9t57fa-111107,ocds-9t57fa-111107-2024-12-13T00:00:00Z,111107
23155,MAAA0697628 - (EDWORTH PROPERTIES AND AUCTIONEERS),ocds-9t57fa-111171,ocds-9t57fa-111171-2024-12-14T00:00:00Z,111171
2976,Tourvest Travel Services ,ocds-9t57fa-11125,ocds-9t57fa-11125-2021-11-09T00:00:00Z,11125
26213,MAAA1117731 - (YATSHAMA IT AND STATIONERY),ocds-9t57fa-111351,ocds-9t57fa-111351-2024-12-24T00:00:00Z,111351
3243,Redrow Chairs CC,ocds-9t57fa-11153,ocds-9t57fa-11153-2021-11-09T00:00:00Z,11153
23404,MAAA0181036 - (PALESA RAIL ACADEMY),ocds-9t57fa-112991,ocds-9t57fa-112991-2025-01-28T00:00:00Z,112991
23882,NGT ELECTRICAL & CIVILS,ocds-9t57fa-113716,ocds-9t57fa-113716-2025-02-04T00:00:00Z,113716
23964,Homelet Properties (Pty) Ltd,ocds-9t57fa-114218,ocds-9t57fa-114218-2025-02-10T00:00:00Z,114218
23557,MAAA0938745 - (RADIOF),ocds-9t57fa-115305,ocds-9t57fa-115305-2024-06-25T00:00:00Z,115305
26589,MAAA0077076 - (SYCRO DISTRIBUTION (SA)),ocds-9t57fa-116392,ocds-9t57fa-116392-2025-03-04T00:00:00Z,116392
23913,MAAA0006299 - (VODACOM),ocds-9t57fa-116998,ocds-9t57fa-116998-2020-03-17T00:00:00Z,116998
26681,CORACLE 1170 (PTY) LTD T/A ESPRESSO BAKERY MAAA0174262,ocds-9t57fa-117141,ocds-9t57fa-117141-2025-03-11T00:00:00Z,117141
23989,MAAA0635223 - (HASHTAG MULTIPURPOSE),ocds-9t57fa-117210,ocds-9t57fa-117210-2024-09-10T00:00:00Z,117210
24167,MAAA0375285 - (ONE VISION INVESTMENTS 293),ocds-9t57fa-117383,ocds-9t57fa-117383-2024-10-14T00:00:00Z,117383
25134,MAAA0049972 - (EDK BESIGHEIDSMASJIENE),ocds-9t57fa-117875,ocds-9t57fa-117875-2025-03-18T00:00:00Z,117875
24213,MAAA0780226,ocds-9t57fa-118232,ocds-9t57fa-118232-2025-01-07T00:00:00Z,118232
24475,Hitachi energy,ocds-9t57fa-119579,ocds-9t57fa-119579-2024-09-02T00:00:00Z,119579
26644,MAAA0101510 - (PROSPERIS TECHNOLOGY COLLABORATION),ocds-9t57fa-121301,ocds-9t57fa-121301-2025-05-05T00:00:00Z,121301
25109,1. Novus Group 2. KMP Media 3. TBS & Sons t/a Broadquide 4. Ornico Group 5. Pear 6. T and G Khathide,ocds-9t57fa-121477,ocds-9t57fa-121477-2025-05-06T00:00:00Z,121477
25457,MAAA0992250 - (CLARICENT CONSULTING SERVICES),ocds-9t57fa-122733,ocds-9t57fa-122733-2025-05-20T00:00:00Z,122733
26466,MAAA0026675 - (LATERAL UNISON INSURANCE BROKERS),ocds-9t57fa-122755,ocds-9t57fa-122755-2025-05-20T00:00:00Z,122755
25675,MAAA1104069,ocds-9t57fa-123328,ocds-9t57fa-123328-2025-05-27T00:00:00Z,123328
25389,MAAA0054020 - (DIESEL ELECTRIC SERVICES),ocds-9t57fa-123346,ocds-9t57fa-123346-2025-05-27T00:00:00Z,123346
25348,Warecentric.,ocds-9t57fa-123464,ocds-9t57fa-123464-2025-05-27T00:00:00Z,123464
25867,1. BAALPERAZIM SPARES AND SUPPLIERS  PTY LTD -R 1 088 383.00,ocds-9t57fa-126433,ocds-9t57fa-126433-2025-06-30T00:00:00Z,126433
27770,Industrial Water Cooling (Pty)Ltd,ocds-9t57fa-130118,ocds-9t57fa-130118-2025-08-11T00:00:00Z,130118
26113,MAAA0651628 - (NDIXZ PROJECTS),ocds-9t57fa-130203,ocds-9t57fa-130203-2025-05-19T00:00:00Z,130203
26654,MAAA0908574 - (CALIBRATION WORX),ocds-9t57fa-130461,ocds-9t57fa-130461-2025-08-12T00:00:00Z,130461
3406,Fasken Bell Dewar Inc. t/a Fasken Martineau,ocds-9t57fa-13080,ocds-9t57fa-13080-2021-11-29T00:00:00Z,13080
27052,MAAA0325181,ocds-9t57fa-131064,ocds-9t57fa-131064-2025-08-18T00:00:00Z,131064
27125,MAAA0022826 - (HENLEY AIR),ocds-9t57fa-131246,ocds-9t57fa-131246-2025-08-22T00:00:00Z,131246
1725,Take Note Trading 245 CC t/a Universal Trading,ocds-9t57fa-13183,ocds-9t57fa-13183-2021-11-30T00:00:00Z,13183
26801,Kamp en Braai ,ocds-9t57fa-131955,ocds-9t57fa-131955-2025-08-26T00:00:00Z,131955
1392,1.Fidelity Secuirty Services 2.Onalenna Security Services and General Trading 3.Seadobe Secuirty Services 4. Inkaziluma 23 5. Tikedi Holdings 6. Seaampes Business enterprise 7. Giyane Holdings 8. Rise Security Services,ocds-9t57fa-13243,ocds-9t57fa-13243-2021-11-30T00:00:00Z,13243
27040,MAAA0877179 - (BUREAU OF MARKET RESEARCH),ocds-9t57fa-132505,ocds-9t57fa-132505-2025-09-01T00:00:00Z,132505
26558,MAAA1398659 - (MASTER DRIVE SA),ocds-9t57fa-133277,ocds-9t57fa-133277-2025-09-09T00:00:00Z,133277
27384, Brains IT Projects,ocds-9t57fa-134126,ocds-9t57fa-134126-2025-09-16T00:00:00Z,134126
27415,1. LAVIVA PROJECTS PTY LTD- R4 237 922.12,ocds-9t57fa-134777,ocds-9t57fa-134777-2025-09-23T00:00:00Z,134777
27511,MAAA1506282 - (Moody's Analytics UK Limited),ocds-9t57fa-134820,ocds-9t57fa-134820-2025-10-07T00:00:00Z,134820
1938,African National Consortium Invest  Conti Tech Smart Solutions Beyond Rubber  Continam Industrial Service cc Mbita Electrical and Construction  NKX Holdings  Pridin Trading (Pty) Ltd  Public Bonds Projects  Rubgen Engineering Suppliers (Pty) Ltd Lweti Ingongoni Trading T/A Springbok Services  Triple X Conveyor Maintenance  Tshimolo Trading (Pty) Ltd Umdeni Industrial Suppliers ,ocds-9t57fa-13682,ocds-9t57fa-13682-2021-12-07T00:00:00Z,13682
1526,"AKsun Fire Equipmet, Lesedi Engineering, C3Shared Services",ocds-9t57fa-1392,ocds-9t57fa-1392-2021-05-24T00:00:00Z,1392
27950,LIFE HEALTH SOLUTIONS,ocds-9t57fa-140929,ocds-9t57fa-140929-2025-11-18T00:00:00Z,140929
1666,SMART SWITCH DISTRIBUTION,ocds-9t57fa-14551,ocds-9t57fa-14551-2022-01-11T00:00:00Z,14551
2374,Billanova Holdings PTY LTD,ocds-9t57fa-16231,ocds-9t57fa-16231-2022-02-01T00:00:00Z,16231
2196,Solid Stuff Creative CC,ocds-9t57fa-16274,ocds-9t57fa-16274-2022-02-01T00:00:00Z,16274
3674,Katlegang Engineering Suppliers (KES) (Registration No 2008/133534/23 and CSD no MAAA0316700) ,ocds-9t57fa-16309,ocds-9t57fa-16309-2022-02-01T00:00:00Z,16309
2566,4 Connect Network Deployment Services (Pty) Ltd,ocds-9t57fa-18631,ocds-9t57fa-18631-2022-02-25T00:00:00Z,18631
5889,ADVANCE CALL (PTY) LTD ,ocds-9t57fa-18817,ocds-9t57fa-18817-2022-02-28T00:00:00Z,18817
4167,Konika Minolta,ocds-9t57fa-19525,ocds-9t57fa-19525-2022-03-22T00:00:00Z,19525
3208,3G RELOCATIONS AND TRANSPORT,ocds-9t57fa-21450,ocds-9t57fa-21450-2022-02-28T00:00:00Z,21450
3627,SSG Cleaning services,ocds-9t57fa-24691,ocds-9t57fa-24691-2021-04-01T00:00:00Z,24691
4481, EnviroServ Waste  Management (Pty) Ltd,ocds-9t57fa-26177,ocds-9t57fa-26177-2022-07-12T00:00:00Z,26177
3843,JPCE (PTY) LTD,ocds-9t57fa-27072,ocds-9t57fa-27072-2021-04-23T00:00:00Z,27072
4974,ROCKKBOUND BUSINESS SOLUTIONS,ocds-9t57fa-28208,ocds-9t57fa-28208-2022-08-02T00:00:00Z,28208
4925,Complete Wellness (Pty) Ltd,ocds-9t57fa-30436,ocds-9t57fa-30436-2022-08-23T00:00:00Z,30436
7194,MAAA0100673,ocds-9t57fa-30456,ocds-9t57fa-30456-2022-08-23T00:00:00Z,30456
6079,Factiva Limited/Dow Jones,ocds-9t57fa-31228,ocds-9t57fa-31228-2022-08-29T00:00:00Z,31228
10242,Red Ants,ocds-9t57fa-3213,ocds-9t57fa-3213-2021-02-02T00:00:00Z,3213
7016,NDWAMATO TRAINING SOLUTIONS,ocds-9t57fa-33050,ocds-9t57fa-33050-2022-09-13T00:00:00Z,33050
5470,UMSO Construction (Pty) Ltd  R 84 658 567.87,ocds-9t57fa-34818,ocds-9t57fa-34818-2022-09-27T00:00:00Z,34818
5719,Pro Contractors  R 4 030 525.75,ocds-9t57fa-36335,ocds-9t57fa-36335-2022-10-11T00:00:00Z,36335
6040,Acctech Systems,ocds-9t57fa-40172,ocds-9t57fa-40172-2017-05-06T00:00:00Z,40172
7582,WSM MNYANDA JV 	R449 986 544.05,ocds-9t57fa-40487,ocds-9t57fa-40487-2022-11-15T00:00:00Z,40487
9495,Newspaper Direct t/a Calandra 159 CC,ocds-9t57fa-42052,ocds-9t57fa-42052-2022-11-28T00:00:00Z,42052
9157,cancel ,ocds-9t57fa-42065,ocds-9t57fa-42065-2022-11-28T00:00:00Z,42065
6857,1. Y J Civils (Pty) Ltd - R 16 422 413.43,ocds-9t57fa-42183,ocds-9t57fa-42183-2022-11-29T00:00:00Z,42183
6862,BERVELY HILLS CONSTRUCTION,ocds-9t57fa-43487,ocds-9t57fa-43487-2022-10-04T00:00:00Z,43487
8301,iheans,ocds-9t57fa-45131,ocds-9t57fa-45131-2023-01-24T00:00:00Z,45131
11254,Loco Electrical Wholesalers (Pty) Ltd ,ocds-9t57fa-46938,ocds-9t57fa-46938-2023-02-20T00:00:00Z,46938
12689,BULL AND BUSH ENGINEERING ,ocds-9t57fa-47609,ocds-9t57fa-47609-2023-02-28T00:00:00Z,47609
8303,Office chairs  ,ocds-9t57fa-49397,ocds-9t57fa-49397-2022-05-24T00:00:00Z,49397
8304,Cleaning Services,ocds-9t57fa-49406,ocds-9t57fa-49406-2022-07-19T00:00:00Z,49406
9056,Radar Makers (Pty) Ltd,ocds-9t57fa-49452,ocds-9t57fa-49452-2023-03-17T00:00:00Z,49452
18672,3rd Level Marketing; Busi Ntuli Communications; Century Academy; Divatainment; Edge; Gift Development Services; Gift Exposure and Branding; Gold Ours; Lemok Brands; Levon; M2M Tech; Mfundo Wiseman Thango; Montshabi Projects; New Light Holding; NGO SA Connect; Pomegranate Media; Queendom Media; Sono Akani ventures; Tirisano Learning Solutions; Zethu Communications,ocds-9t57fa-50399,ocds-9t57fa-50399-2023-03-28T00:00:00Z,50399
11977,"1. Lightstone (Pty) Ltd:R556 000.00 , 2. Mahlamvini Trading and  Projects: R44 354 396.80",ocds-9t57fa-50474,ocds-9t57fa-50474-2023-03-28T00:00:00Z,50474
8901,Procurement of printers,ocds-9t57fa-51992,ocds-9t57fa-51992-2022-05-17T00:00:00Z,51992
9018,Painting of exterior walls,ocds-9t57fa-52297,ocds-9t57fa-52297-2022-10-10T00:00:00Z,52297
9742,Inkuluyazo Building & Civils Fanaka Construction Mlonyeni Builders Stibarol Projects Peyla & Yardi First New Generation Belstone Property Development Mtalido's Construction Tasam Holdings Esotho Trading NLG Group Enkosi Mandela Mbokotho Construction / TM Construction Top Tech Holdings MC Bavu Construction KM 26 Projects,ocds-9t57fa-52667,ocds-9t57fa-52667-2023-05-02T00:00:00Z,52667
9498,AAM Geomatics (Pty) Ltd,ocds-9t57fa-53610,ocds-9t57fa-53610-2023-05-08T00:00:00Z,53610
11121,Ganedhi Trading Enterprise ,ocds-9t57fa-53629,ocds-9t57fa-53629-2023-05-08T00:00:00Z,53629
13027,"Poisival Consulting, Lotus Vida, Jemztshid Trading and Projects, Kunshongakam, Mveloyotho, Wanda Trading Projects, Nnyambeni Consulting ,Heritage Projects, Mosiac Vallery Trading, Upshot Media Pty Ltd, Enterprise",ocds-9t57fa-53647,ocds-9t57fa-53647-2023-05-08T00:00:00Z,53647
10998,RODECON ENGINEERING ,ocds-9t57fa-53654,ocds-9t57fa-53654-2023-05-08T00:00:00Z,53654
9433,MAAA0038069,ocds-9t57fa-54781,ocds-9t57fa-54781-2017-11-08T00:00:00Z,54781
11020,Ethics Helpdesk (Pty) Ltd,ocds-9t57fa-56576,ocds-9t57fa-56576-2023-06-06T00:00:00Z,56576
10405,GRIMMS,ocds-9t57fa-56647,ocds-9t57fa-56647-2023-06-06T00:00:00Z,56647
10331,Viro Care,ocds-9t57fa-57358,ocds-9t57fa-57358-2023-06-13T00:00:00Z,57358
546,"Aon South Africa (Pty) Ltd,  Sankofa Insurance Brokers (Pty) Ltd,   Marsh (Pty) Ltd",ocds-9t57fa-5881,ocds-9t57fa-5881-2021-08-31T00:00:00Z,5881
21238,Timmut Connect,ocds-9t57fa-59738,ocds-9t57fa-59738-2023-07-11T00:00:00Z,59738
17196,NHLANYISO TRADING CC,ocds-9t57fa-63540,ocds-9t57fa-63540-2023-08-15T00:00:00Z,63540
12795,Wa bofelo Trading; Itshenkeng Trading; Freeks Enterprise; Mathwe Trading; DH catering Services; Ziyama Trading & Services; Kwezi Luvuyo Trading; Direleng Trading; Kgobotuwa Services; Lesonia Trading Enterprise; ALJ Catering; Karoo Tuis Catering,ocds-9t57fa-65260,ocds-9t57fa-65260-2023-08-29T00:00:00Z,65260
16621,canceled ,ocds-9t57fa-67743,ocds-9t57fa-67743-2023-09-19T00:00:00Z,67743
18156,Bo & Bo Developers; Delirium Promotions; Katorus Fire Systems t/a KF Systems; Makondwe; Massive Air; Sector 8 Engineering; Yoanda Projectss,ocds-9t57fa-67803,ocds-9t57fa-67803-2023-09-19T00:00:00Z,67803
13075,Springbok one hour Lab,ocds-9t57fa-69199,ocds-9t57fa-69199-2023-10-03T00:00:00Z,69199
13672,Isolezwe Investements Services pty ltd,ocds-9t57fa-73031,ocds-9t57fa-73031-2023-11-07T00:00:00Z,73031
16028,Dotbitway ,ocds-9t57fa-74818,ocds-9t57fa-74818-2023-11-21T00:00:00Z,74818
742,1. SOS COrporate Welness cc,ocds-9t57fa-7877,ocds-9t57fa-7877-2021-09-28T00:00:00Z,7877
15520,Temmos Projects ,ocds-9t57fa-78981,ocds-9t57fa-78981-2024-01-23T00:00:00Z,78981
14979,ANZA TECHNOLOGY,ocds-9t57fa-79997,ocds-9t57fa-79997-2023-09-18T00:00:00Z,79997
16166,Gwenzido Signs,ocds-9t57fa-82951,ocds-9t57fa-82951-2023-04-25T00:00:00Z,82951
3163,DGIT Architects,ocds-9t57fa-8331,ocds-9t57fa-8331-2021-10-04T00:00:00Z,8331
3100,MAAA0017951,ocds-9t57fa-8345,ocds-9t57fa-8345-2021-10-04T00:00:00Z,8345
17723,Greenro Solutions (Pty) (Ltd),ocds-9t57fa-84687,ocds-9t57fa-84687-2024-03-12T00:00:00Z,84687
19438,BORATECH ENERGY GROUP,ocds-9t57fa-86441,ocds-9t57fa-86441-2024-04-02T00:00:00Z,86441
17978,1.	LVR Projects 2.	Hlulani civics & Themhla J/V 3.	Csolum 4.	Kayla business solution  5.	Ndiza information systems 6.	Diventia Investment  7.	Emalangeni Investment 8.	Purple Blue Technologies  9.	Fortitude investment Holding  10.	Gaseemelwe Investment  11.	Nambiti Technologies  12.	GTM Computer systems 13.	Itquate systems  14.	Legends IT 15.	Elimu Technology 16.	Machaba Ratombo Investment 17.	Nasitua 18.	CHM Vuwani 19.	Lumacon 20.	Asolution IT Solution 21.	Lezi Technologies  22.	Nihka Technology group 23.	Batsh IT Solution 24.	Khatavahle 25.	Bushie Holding 26.	Dash Host 27.	AKB Technology 28.	NEW LEAF 29.	NEWLEIGH Business Solution 30.	BIG O Trading 787 cc 31.	Netpoint IT Solution 32.	Tebgaf Trading & project 33.	Madge Computers  34.	Jane joice Generac Trading 35.	Lesedi Home Supplier 36.	Spacetek Worx cc 37.	Dots Connect 38.	Agnes Moyahabo 1905 39.	Pro synergy Enterprise 40.	Sizwe IT group 41.	LM Tech 42.	Azania Facilities construction 43.	PEO IT 44.	MaraFong ICT 45.	Virtualize 46.	Thikho Technologies  47.	M2TD Consulting  48.	Sisazonenzela Trading 49.	Brinquo 50.	Setsibi IT Support service 51.	Botlhats Trading & Project 52.	Lesedi La Ditshaba 53.	Siraha Group 54.	Baraka IT Support 55.	Mogale Enterprise 56.	Technology Ideas 57.	JRJ Trading and Business Enterprise 58.	Epico Networks  59.	Datacentrix 60.	Vcit Insight 61.	Cybernetics Technologies  62.	Olivmo Investment 63.	Invoice Solution 64.	Intellectual office supply 65.	Mooziemoo Consulting 66.	Kabontle Consulting 67.	Merc Systems SA 68.	Terry G Trading & Projects 69.	APSTRONIC 70.	SIBATECH 71.	Enhanced Business solution 72.	Neo technologies 73.	Yetsagala 74.	AfriBukamoso PTY LTD 75.	MAPE Trading & Project 76.	Obaraka Trading 77.	Matlala Group 78.	AE Soft PTY LTD 79.	INTELLEHUB 80.	ALFA TZM PTY LTD 81.	Palmenton catridges 82.	Prospace Digital PTY LTD 83.	Khauleza IT Solution 84.	TBT & Projects 85.	Serenito Generic Supplier 86.	Momozar PTY LTD 87.	Cyberflare PTY LTD 88.	NET Intellectual 89.	Tech Team Solution 90.	GovTECK 91.	Mtehelang Enterprise 92.	Lerato Tech63 93.	Skwature Data systems & solutions 94.	Arabang It SPECIALIST PTY LTD 95.	INUNDATA PTY LTD 96.	VHANEI Remedies 97.	Melvin Margaret Entreprise 98.	Redefine IT Solution 99.	INTROSERVE PTY LTD 100	. Yanelo Production & Trading 101	. A  & C Cosmic Solution 102	 Future Business Consulting 103	 Innovo Nertworks 104	 NU Adventure 105	 ABI Chab Contractors 106	 Melody Street Trading 107	 Mphumo Developments 108	 Revival Technologies & Academy 109	 Hatch Computers AND  Printers 110	 Infinitix Technologies & Academy 111	 Ameliana Business Entreprise 112	 Tshitavha Trading 113	 Evix M Gentrade 114	 Lungani Ndlebe Family Trust T/A 115	 Khora Technologies 116	 ERIOSCENE 117	 INTROSTAT 118	 Destiny Global Technology 119	 Bonolo Workshop Requisities 120	 Digitech Express 121	 Matupunuka ICT 122	 Vhutaka Generac Trading 123	 Technology Infrastructure  124	 Plug in play Technologies 125	 LEUNGO Lentle Entreprise 126	 Ramtech PTY LTD 127	 Burika ICT Solution 128	 ARNORCDBLING 129	 MATSHELANE T PTY LTD 130	 MODILIK OPERATIONS  131	 METRO COMPUTER SERVICES 132	 MOTLHABANE SEMPUTI SUPPORT SERVICE 133	 LOETO CONSULTING 134	 ARANGAYO PTY LTD 135	 PROSYSCOM 136	 Digital Techie 137	 ENR Business Enterprise 138	 MAFHAX TECH Solution 139	 Zingwe Global PTY LTD 140	 MACTEC Technologies 141	 Qalabocha Industrial suppliers 142	 Sawarefane Trading entreprise 143	 Jumeirah trading Enterprise 144	 Thombisile IT solution 145	 ALLIED BUSINESS SOLUTION 146	 UBANTU Technologies 147	 Phiwolemphico 148	 TRANCOMM 149	 Sandile stationers 150	 Tazila Distribution International  151	 ORY Technologies services 152	 Khuseca Solution 153	 Makie Tech 154	 Inkanyiso Technologies 155	 Reign of some earthu T/A 156	 SWIZZ TAC 157	 IMMERSIVE GROUP 158	 CA Computer solution 159	 Cocre 8 Technologies 160	 Mahika Technologies 161	 Khanyayo Technoogies 162	 Bompempe IT Support 163	 Diphela Office Supply & projects 164	 EPWEB ICT Solutions 165	 DATABOX Technologies 166	 MASTOMAX 167	 ESIZWE GROUP 168	 SIMKULU HOLDINGS 169	 REMINISCENT TRADING 170	 KUBYALA ICT Solutions 171	 Matlala Connections 172	 Wise Man Online Research & Marketing 173	 Sentsho Medical Imaging 174	 Thamani Technolog & systems 175	 PC Palace Gauteng 176	 Adams ICT Services 177	 MMJAYS Consultants 178	 Ubuntu Technologies 179	 Marveric 1958 180	 Nehlonjo Trading 181	 Enabling Solution 182	 Sage Computers Technologies ,ocds-9t57fa-86451,ocds-9t57fa-86451-2024-04-02T00:00:00Z,86451
18716,BOA TECHNOLOGIES (PTY) LTD,ocds-9t57fa-87558,ocds-9t57fa-87558-2024-04-15T00:00:00Z,87558
18058,1. Ella Shift,ocds-9t57fa-87709,ocds-9t57fa-87709-2024-04-16T00:00:00Z,87709
19515,Sunga Group,ocds-9t57fa-88685,ocds-9t57fa-88685-2024-04-29T00:00:00Z,88685
19356,MAAA0161818,ocds-9t57fa-89403,ocds-9t57fa-89403-2024-05-07T00:00:00Z,89403
19182,ACTIVE POWER 37,ocds-9t57fa-90067,ocds-9t57fa-90067-2024-05-14T00:00:00Z,90067
1275,African Marine Solutions ,ocds-9t57fa-9039,ocds-9t57fa-9039-2021-10-12T00:00:00Z,9039
24556,MAAA0697771 - (THOKOMALA LAUNDRY),ocds-9t57fa-90698,ocds-9t57fa-90698-2024-05-21T00:00:00Z,90698
19975,maaa,ocds-9t57fa-91200,ocds-9t57fa-91200-2024-05-27T00:00:00Z,91200
20585,MAAA0090449,ocds-9t57fa-91302,ocds-9t57fa-91302-2024-05-28T00:00:00Z,91302
21696,MAAA0903191 - (WISKNO PROJECTS),ocds-9t57fa-91313,ocds-9t57fa-91313-2024-05-28T00:00:00Z,91313
19074,1.	BAKONE CONSULTING ENGINEERS - R232 928.74 2.	MAANDA DIMENSION CONSULTING - R313 812.97 3.	MJT CONSULTING ENGINEERS 01 - R392 547.67 4.	TSEKWANE INVESTMENTS - R406 362.24 5.	TLOU TADIMA PROJECTS (PTY) LTD - R411 976.49 6.	2MC CONSULTING ENGINEERS - R460 369.72,ocds-9t57fa-91416,ocds-9t57fa-91416-2024-05-28T00:00:00Z,91416
19297,Kreston Cape Town,ocds-9t57fa-91875,ocds-9t57fa-91875-2024-06-04T00:00:00Z,91875
19378,SMB CONSULTING - R189 368.15,ocds-9t57fa-91882,ocds-9t57fa-91882-2024-06-04T00:00:00Z,91882
4588,Scan Display Solutions,ocds-9t57fa-9485,ocds-9t57fa-9485-2021-10-18T00:00:00Z,9485
2982,•	Eagles Family SHERQ (Pty) Ltd- MAAA0502095 •	Fuwela Consulting (Pty) Ltd- MAAA0167679 •	Indalo enhle Environmental Consultant (Pty) Ltd- MAAA0358877 •	Mamadi AND COMPANY SA Pty Ltd - MAAA0096719 •	Ufefe Development Consultants Siya Group (Pty) Ltd- MAAA0337863 •	Information Decision Systems- MAAA0086396 •	NTC Group (Pty) Ltd- MAAA0014697 •	Sigwela and associates CC- MAAA0078103 •	Mbofho Consulting and Project Managers cc- MAAA0048459,ocds-9t57fa-9588,ocds-9t57fa-9588-2021-10-19T00:00:00Z,9588
20878,Luxanio Trading 181 (Pty) Ltd,ocds-9t57fa-96116,ocds-9t57fa-96116-2024-07-23T00:00:00Z,96116
1554,llllllll,ocds-9t57fa-9626,ocds-9t57fa-9626-2021-10-19T00:00:00Z,9626
21326,NTASH DOT.COM AGRICULTURAL SUPPLIES,ocds-9t57fa-99008,ocds-9t57fa-99008-2024-08-20T00:00:00Z,99008
20806,BILLINGS SUPPPLY GOODS SERVICES,ocds-9t57fa-99060,ocds-9t57fa-99060-2024-04-15T00:00:00Z,99060
22004,TSHIKO BUSINESS ENTERPRISES,ocds-9t57fa-102620,ocds-9t57fa-102620-2024-09-20T00:00:00Z,102620
22029,Yvette Cloete Attorneys,ocds-9t57fa-102642,ocds-9t57fa-102642-2024-09-20T00:00:00Z,102642
24000,Wirsam Scientific and precision Equipment ( Pty) Ltd,ocds-9t57fa-114788,ocds-9t57fa-114788-2025-02-14T00:00:00Z,114788
26745,MAAA0458895,ocds-9t57fa-132307,ocds-9t57fa-132307-2025-08-29T00:00:00Z,132307
4442,Campbell Scientific South Africa (Pty)Ltd,ocds-9t57fa-18643,ocds-9t57fa-18643-2022-02-25T00:00:00Z,18643
3659,TN004-2022 REPAIR AND RESURFACE OF VARIOUS ROADS IN DAWID KRUIPER MUNICIPALITY,ocds-9t57fa-22600,ocds-9t57fa-22600-2022-05-27T00:00:00Z,22600
17096,Aqua Transport and Plant Hire,ocds-9t57fa-26902,ocds-9t57fa-26902-2022-07-15T00:00:00Z,26902
58,Mantella,ocds-9t57fa-384,ocds-9t57fa-384-2021-04-30T00:00:00Z,384
13310,Kenneth Michaels t/a The Creative Courier,ocds-9t57fa-49485,ocds-9t57fa-49485-2023-03-17T00:00:00Z,49485
13433,Multi - Image Productions CC,ocds-9t57fa-49493,ocds-9t57fa-49493-2023-03-17T00:00:00Z,49493
2647,1. Re Mo Cleaning Services,ocds-9t57fa-6438,ocds-9t57fa-6438-2021-09-17T00:00:00Z,6438
2920,Burlington Electrical ,ocds-9t57fa-949,ocds-9t57fa-949-2021-05-14T00:00:00Z,949
25968,MAAA0131717 - (INSITE LANDSCAPE ARCHITECTS),ocds-9t57fa-114782,ocds-9t57fa-114782-2025-02-14T00:00:00Z,114782
25647,MAAA0955640 - (ISRAEEL HENKEMAN),ocds-9t57fa-125044,ocds-9t57fa-125044-2025-06-13T00:00:00Z,125044
26823,BC Technologies,ocds-9t57fa-131569,ocds-9t57fa-131569-2025-08-22T00:00:00Z,131569
36172,REGENCY OFFICE FURNITURE,ocds-9t57fa-147098,ocds-9t57fa-147098-2025-08-29T00:00:00Z,147098
691,IPSOS (Pty) Ltd,ocds-9t57fa-1542,ocds-9t57fa-1542-2021-05-23T00:00:00Z,1542
4870,Southey Contracting,ocds-9t57fa-20996,ocds-9t57fa-20996-2022-04-29T00:00:00Z,20996
